2022-06-13 15:50:07.871899,96.9,425.23828125
2022-06-13 15:50:08.882900,98.4,477.015625
2022-06-13 15:50:09.898900,101.5,534.66015625
2022-06-13 15:50:10.908902,182.8,613.30859375
2022-06-13 15:50:11.918906,318.7,574.3515625
2022-06-13 15:50:12.951312,446.0,623.64453125
2022-06-13 15:50:13.974314,343.3,653.40625
2022-06-13 15:50:15.005312,270.3,626.421875
2022-06-13 15:50:16.016737,131.2,576.875
2022-06-13 15:50:17.023680,143.0,600.07421875
2022-06-13 15:50:18.032682,221.9,677.8125
2022-06-13 15:50:19.068685,416.8,680.03125
2022-06-13 15:50:20.077686,350.0,726.24609375
2022-06-13 15:50:21.100683,324.8,680.78515625
2022-06-13 15:50:22.123241,391.0,627.2265625
2022-06-13 15:50:23.139277,323.0,671.671875
2022-06-13 15:50:24.169802,299.9,720.30859375
2022-06-13 15:50:25.195799,286.0,680.30078125
2022-06-13 15:50:26.208800,379.7,709.8125
2022-06-13 15:50:27.222799,485.9,683.12890625
2022-06-13 15:50:28.275971,329.4,757.7265625
2022-06-13 15:50:29.318969,393.7,655.796875
2022-06-13 15:50:30.372971,360.2,686.4921875
2022-06-13 15:50:31.401972,378.3,716.53125
2022-06-13 15:50:32.411970,315.6,708.4609375
2022-06-13 15:50:33.429095,253.8,696.78125
2022-06-13 15:50:34.453169,289.1,687.77734375
2022-06-13 15:50:35.492169,456.2,723.30078125
2022-06-13 15:50:36.512164,372.2,685.87109375
2022-06-13 15:50:37.530682,323.0,713.515625
2022-06-13 15:50:38.539681,376.6,636.21484375
2022-06-13 15:50:39.564202,392.2,757.35546875
2022-06-13 15:50:40.579200,466.0,684.6171875
2022-06-13 15:50:41.602201,369.5,757.9453125
2022-06-13 15:50:42.611200,303.1,685.203125
2022-06-13 15:50:43.621712,356.2,632.515625
2022-06-13 15:50:44.640713,309.1,696.015625
2022-06-13 15:50:45.696711,378.3,686.6953125
2022-06-13 15:50:46.718712,331.0,758.62890625
2022-06-13 15:50:47.741231,315.3,687.703125
2022-06-13 15:50:48.761227,284.5,634.6640625
2022-06-13 15:50:49.779231,335.3,691.06640625
2022-06-13 15:50:50.814231,303.3,759.6171875
2022-06-13 15:50:51.825318,273.7,629.0546875
2022-06-13 15:50:52.846319,323.3,758.8203125
2022-06-13 15:50:53.873348,317.1,623.3046875
2022-06-13 15:50:54.908348,313.7,687.9296875
2022-06-13 15:50:55.943420,378.1,729.83203125
2022-06-13 15:50:56.963468,412.6,687.42578125
2022-06-13 15:50:57.982471,329.1,725.546875
2022-06-13 15:50:58.989496,392.2,687.41015625
2022-06-13 15:51:00.028497,249.1,763.87890625
2022-06-13 15:51:01.047541,364.8,720.97265625
2022-06-13 15:51:02.083542,362.9,694.86328125
2022-06-13 15:51:03.091544,373.4,731.421875
2022-06-13 15:51:04.128543,339.9,687.27734375
2022-06-13 15:51:05.149567,155.3,636.41015625
2022-06-13 15:51:06.162582,0.0,636.41015625
2022-06-13 15:51:07.172580,0.0,636.41015625
2022-06-13 15:51:08.178815,0.0,636.41015625
2022-06-13 15:51:09.193987,0.0,636.41015625
2022-06-13 15:51:10.195986,0.0,636.41015625
2022-06-13 15:51:11.207984,0.0,636.41015625
2022-06-13 15:51:12.222985,0.0,636.41015625
2022-06-13 15:51:13.232970,0.0,636.41015625
2022-06-13 15:51:14.247971,0.0,636.41015625
2022-06-13 15:51:15.261969,0.0,636.41015625
2022-06-13 15:51:16.276967,0.0,636.41015625
2022-06-13 15:51:17.288970,0.0,636.41015625
2022-06-13 15:51:18.302960,0.0,636.41015625
2022-06-13 15:51:19.313957,0.0,636.41015625
2022-06-13 15:51:20.323964,0.0,636.41015625
2022-06-13 15:51:21.331962,0.0,636.41015625
2022-06-13 15:51:22.338983,0.0,636.41015625
2022-06-13 15:51:23.343554,0.0,636.41015625
2022-06-13 15:51:24.357073,0.0,636.41015625
2022-06-13 15:51:25.392150,0.0,636.41015625
2022-06-13 15:51:26.414255,0.0,636.41015625
2022-06-13 15:51:27.458369,0.0,636.41015625
2022-06-13 15:51:28.474989,0.0,636.41015625
2022-06-13 15:51:29.486984,0.0,636.41015625
2022-06-13 15:51:30.507990,0.0,636.41015625
2022-06-13 15:51:31.520986,0.0,636.41015625
2022-06-13 15:51:32.536923,0.0,636.41015625
2022-06-13 15:51:33.560924,0.0,636.41015625
2022-06-13 15:51:34.589865,0.0,636.41015625
2022-06-13 15:51:35.603985,0.0,636.41015625
2022-06-13 15:51:36.615986,0.0,636.41015625
2022-06-13 15:51:37.630502,0.0,636.41015625
2022-06-13 15:51:38.641079,0.0,636.41015625
2022-06-13 15:51:39.655535,0.0,636.41015625
2022-06-13 15:51:40.665532,0.0,636.41015625
2022-06-13 15:51:41.667577,0.0,636.41015625
2022-06-13 15:51:42.680493,0.0,636.41015625
2022-06-13 15:51:43.696060,0.0,636.41015625
2022-06-13 15:51:44.697059,0.0,636.41015625
2022-06-13 15:51:45.712087,0.0,636.41015625
2022-06-13 15:51:46.727077,0.0,636.41015625
2022-06-13 15:51:47.731078,0.0,636.41015625
2022-06-13 15:51:48.759148,0.0,636.41015625
2022-06-13 15:51:49.774143,0.0,636.41015625
2022-06-13 15:51:50.789285,0.0,636.41015625
2022-06-13 15:51:51.806310,0.0,636.41015625
2022-06-13 15:51:52.823882,0.0,636.41015625
2022-06-13 15:51:53.830876,0.0,636.41015625
2022-06-13 15:51:54.840872,0.0,636.41015625
2022-06-13 15:51:55.857398,0.0,636.41015625
2022-06-13 15:51:56.867358,0.0,636.41015625
2022-06-13 15:51:57.884875,0.0,636.41015625
2022-06-13 15:51:58.889390,0.0,636.41015625
2022-06-13 15:51:59.900197,0.0,636.41015625
